最小支持度 0.0010
最小支持個數 13
[C01] 支持個數:1494 支持度:0.1080
[C03] 支持個數:1267 支持度:0.0916
[C05] 支持個數:1163 支持度:0.0841
[C07] 支持個數:1915 支持度:0.1384
[C11] 支持個數:235 支持度:0.0170
[C12] 支持個數:283 支持度:0.0205
[C22] 支持個數:144 支持度:0.0104
[C31] 支持個數:1875 支持度:0.1355
[C32] 支持個數:1008 支持度:0.0729
[C33] 支持個數:290 支持度:0.0210
[C34] 支持個數:247 支持度:0.0179
[C35] 支持個數:389 支持度:0.0281
[C37] 支持個數:849 支持度:0.0614
[C38] 支持個數:349 支持度:0.0252
[C39] 支持個數:548 支持度:0.0396
[C40] 支持個數:455 支持度:0.0329
[C43] 支持個數:758 支持度:0.0548
[C44] 支持個數:88 支持度:0.0064
[C45] 支持個數:217 支持度:0.0157
[C46] 支持個數:178 支持度:0.0129
[C90] 支持個數:77 支持度:0.0056
[S1] 支持個數:7959 支持度:0.5753
[S2] 支持個數:5875 支持度:0.4247
[A07] 支持個數:17 支持度:0.0012
[A09] 支持個數:17 支持度:0.0012
[A10] 支持個數:36 支持度:0.0026
[A11] 支持個數:45 支持度:0.0033
[A12] 支持個數:73 支持度:0.0053
[A13] 支持個數:146 支持度:0.0106
[A14] 支持個數:186 支持度:0.0134
[A15] 支持個數:327 支持度:0.0236
[A16] 支持個數:520 支持度:0.0376
[A17] 支持個數:736 支持度:0.0532
[A18] 支持個數:939 支持度:0.0679
[A19] 支持個數:1049 支持度:0.0758
[A20] 支持個數:1254 支持度:0.0906
[A21] 支持個數:1861 支持度:0.1345
[A22] 支持個數:2434 支持度:0.1759
[A23] 支持個數:2377 支持度:0.1718
[A24] 支持個數:1349 支持度:0.0975
[A25] 支持個數:355 支持度:0.0257
[A26] 支持個數:67 支持度:0.0048
[C01,S1] 支持個數:825 支持度:0.0596
[C01,S2] 支持個數:669 支持度:0.0484
[C03,S1] 支持個數:709 支持度:0.0513
[C03,S2] 支持個數:558 支持度:0.0403
[C05,S1] 支持個數:647 支持度:0.0468
[C05,S2] 支持個數:516 支持度:0.0373
[C07,S1] 支持個數:1142 支持度:0.0826
[C07,S2] 支持個數:773 支持度:0.0559
[C11,S1] 支持個數:140 支持度:0.0101
[C11,S2] 支持個數:95 支持度:0.0069
[C12,S1] 支持個數:153 支持度:0.0111
[C12,S2] 支持個數:130 支持度:0.0094
[C22,S1] 支持個數:90 支持度:0.0065
[C22,S2] 支持個數:54 支持度:0.0039
[C31,S1] 支持個數:1066 支持度:0.0771
[C31,S2] 支持個數:809 支持度:0.0585
[C32,S1] 支持個數:630 支持度:0.0455
[C32,S2] 支持個數:378 支持度:0.0273
[C33,S1] 支持個數:170 支持度:0.0123
[C33,S2] 支持個數:120 支持度:0.0087
[C34,S1] 支持個數:142 支持度:0.0103
[C34,S2] 支持個數:105 支持度:0.0076
[C35,S1] 支持個數:219 支持度:0.0158
[C35,S2] 支持個數:170 支持度:0.0123
[C37,S1] 支持個數:465 支持度:0.0336
[C37,S2] 支持個數:384 支持度:0.0278
[C38,S1] 支持個數:196 支持度:0.0142
[C38,S2] 支持個數:153 支持度:0.0111
[C39,S1] 支持個數:315 支持度:0.0228
[C39,S2] 支持個數:233 支持度:0.0168
[C40,S1] 支持個數:285 支持度:0.0206
[C40,S2] 支持個數:170 支持度:0.0123
[C43,S1] 支持個數:426 支持度:0.0308
[C43,S2] 支持個數:332 支持度:0.0240
[C44,S1] 支持個數:58 支持度:0.0042
[C44,S2] 支持個數:30 支持度:0.0022
[C45,S1] 支持個數:125 支持度:0.0090
[C45,S2] 支持個數:92 支持度:0.0067
[C46,S1] 支持個數:111 支持度:0.0080
[C46,S2] 支持個數:67 支持度:0.0048
[C90,S1] 支持個數:42 支持度:0.0030
[C90,S2] 支持個數:35 支持度:0.0025
[C01,A13] 支持個數:14 支持度:0.0010
[C01,A14] 支持個數:21 支持度:0.0015
[C01,A15] 支持個數:16 支持度:0.0012
[C01,A16] 支持個數:43 支持度:0.0031
[C01,A17] 支持個數:63 支持度:0.0046
[C01,A18] 支持個數:90 支持度:0.0065
[C01,A19] 支持個數:100 支持度:0.0072
[C01,A20] 支持個數:112 支持度:0.0081
[C01,A21] 支持個數:165 支持度:0.0119
[C01,A22] 支持個數:236 支持度:0.0171
[C01,A23] 支持個數:316 支持度:0.0228
[C01,A24] 支持個數:208 支持度:0.0150
[C01,A25] 支持個數:71 支持度:0.0051
[C01,A26] 支持個數:18 支持度:0.0013
[C03,A12] 支持個數:14 支持度:0.0010
[C03,A13] 支持個數:17 支持度:0.0012
[C03,A14] 支持個數:19 支持度:0.0014
[C03,A15] 支持個數:36 支持度:0.0026
[C03,A16] 支持個數:51 支持度:0.0037
[C03,A17] 支持個數:80 支持度:0.0058
[C03,A18] 支持個數:82 支持度:0.0059
[C03,A19] 支持個數:76 支持度:0.0055
[C03,A20] 支持個數:117 支持度:0.0085
[C03,A21] 支持個數:158 支持度:0.0114
[C03,A22] 支持個數:226 支持度:0.0163
[C03,A23] 支持個數:204 支持度:0.0147
[C03,A24] 支持個數:131 支持度:0.0095
[C03,A25] 支持個數:28 支持度:0.0020
[C05,A13] 支持個數:14 支持度:0.0010
[C05,A14] 支持個數:14 支持度:0.0010
[C05,A15] 支持個數:25 支持度:0.0018
[C05,A16] 支持個數:36 支持度:0.0026
[C05,A17] 支持個數:58 支持度:0.0042
[C05,A18] 支持個數:79 支持度:0.0057
[C05,A19] 支持個數:101 支持度:0.0073
[C05,A20] 支持個數:107 支持度:0.0077
[C05,A21] 支持個數:166 支持度:0.0120
[C05,A22] 支持個數:217 支持度:0.0157
[C05,A23] 支持個數:194 支持度:0.0140
[C05,A24] 支持個數:106 支持度:0.0077
[C05,A25] 支持個數:25 支持度:0.0018
[C07,A13] 支持個數:14 支持度:0.0010
[C07,A14] 支持個數:29 支持度:0.0021
[C07,A15] 支持個數:41 支持度:0.0030
[C07,A16] 支持個數:79 支持度:0.0057
[C07,A17] 支持個數:112 支持度:0.0081
[C07,A18] 支持個數:152 支持度:0.0110
[C07,A19] 支持個數:174 支持度:0.0126
[C07,A20] 支持個數:209 支持度:0.0151
[C07,A21] 支持個數:238 支持度:0.0172
[C07,A22] 支持個數:341 支持度:0.0246
[C07,A23] 支持個數:282 支持度:0.0204
[C07,A24] 支持個數:174 支持度:0.0126
[C07,A25] 支持個數:38 支持度:0.0027
[C11,A16] 支持個數:13 支持度:0.0009
[C11,A17] 支持個數:13 支持度:0.0009
[C11,A18] 支持個數:13 支持度:0.0009
[C11,A19] 支持個數:26 支持度:0.0019
[C11,A20] 支持個數:26 支持度:0.0019
[C11,A21] 支持個數:38 支持度:0.0027
[C11,A22] 支持個數:36 支持度:0.0026
[C11,A23] 支持個數:37 支持度:0.0027
[C12,A17] 支持個數:13 支持度:0.0009
[C12,A18] 支持個數:19 支持度:0.0014
[C12,A19] 支持個數:19 支持度:0.0014
[C12,A20] 支持個數:23 支持度:0.0017
[C12,A21] 支持個數:39 支持度:0.0028
[C12,A22] 支持個數:50 支持度:0.0036
[C12,A23] 支持個數:60 支持度:0.0043
[C12,A24] 支持個數:27 支持度:0.0020
[C22,A19] 支持個數:15 支持度:0.0011
[C22,A21] 支持個數:21 支持度:0.0015
[C22,A22] 支持個數:27 支持度:0.0020
[C22,A23] 支持個數:25 支持度:0.0018
[C31,A13] 支持個數:22 支持度:0.0016
[C31,A14] 支持個數:23 支持度:0.0017
[C31,A15] 支持個數:53 支持度:0.0038
[C31,A16] 支持個數:85 支持度:0.0061
[C31,A17] 支持個數:109 支持度:0.0079
[C31,A18] 支持個數:157 支持度:0.0113
[C31,A19] 支持個數:162 支持度:0.0117
[C31,A20] 支持個數:174 支持度:0.0126
[C31,A21] 支持個數:241 支持度:0.0174
[C31,A22] 支持個數:285 支持度:0.0206
[C31,A23] 支持個數:315 支持度:0.0228
[C31,A24] 支持個數:162 支持度:0.0117
[C31,A25] 支持個數:37 支持度:0.0027
[C32,A13] 支持個數:15 支持度:0.0011
[C32,A14] 支持個數:17 支持度:0.0012
[C32,A15] 支持個數:31 支持度:0.0022
[C32,A16] 支持個數:42 支持度:0.0030
[C32,A17] 支持個數:68 支持度:0.0049
[C32,A18] 支持個數:62 支持度:0.0045
[C32,A19] 支持個數:90 支持度:0.0065
[C32,A20] 支持個數:95 支持度:0.0069
[C32,A21] 支持個數:121 支持度:0.0087
[C32,A22] 支持個數:157 支持度:0.0113
[C32,A23] 支持個數:160 支持度:0.0116
[C32,A24] 支持個數:100 支持度:0.0072
[C32,A25] 支持個數:32 支持度:0.0023
[C33,A16] 支持個數:13 支持度:0.0009
[C33,A17] 支持個數:13 支持度:0.0009
[C33,A18] 支持個數:19 支持度:0.0014
[C33,A19] 支持個數:22 支持度:0.0016
[C33,A20] 支持個數:25 支持度:0.0018
[C33,A21] 支持個數:45 支持度:0.0033
[C33,A22] 支持個數:58 支持度:0.0042
[C33,A23] 支持個數:33 支持度:0.0024
[C33,A24] 支持個數:21 支持度:0.0015
[C34,A19] 支持個數:18 支持度:0.0013
[C34,A20] 支持個數:21 支持度:0.0015
[C34,A21] 支持個數:42 支持度:0.0030
[C34,A22] 支持個數:51 支持度:0.0037
[C34,A23] 支持個數:43 支持度:0.0031
[C34,A24] 支持個數:22 支持度:0.0016
[C34,A25] 支持個數:13 支持度:0.0009
[C35,A16] 支持個數:22 支持度:0.0016
[C35,A17] 支持個數:18 支持度:0.0013
[C35,A18] 支持個數:23 支持度:0.0017
[C35,A19] 支持個數:28 支持度:0.0020
[C35,A20] 支持個數:34 支持度:0.0025
[C35,A21] 支持個數:57 支持度:0.0041
[C35,A22] 支持個數:72 支持度:0.0052
[C35,A23] 支持個數:68 支持度:0.0049
[C35,A24] 支持個數:32 支持度:0.0023
[C37,A13] 支持個數:14 支持度:0.0010
[C37,A15] 支持個數:16 支持度:0.0012
[C37,A16] 支持個數:23 支持度:0.0017
[C37,A17] 支持個數:32 支持度:0.0023
[C37,A18] 支持個數:50 支持度:0.0036
[C37,A19] 支持個數:53 支持度:0.0038
[C37,A20] 支持個數:81 支持度:0.0059
[C37,A21] 支持個數:133 支持度:0.0096
[C37,A22] 支持個數:174 支持度:0.0126
[C37,A23] 支持個數:149 支持度:0.0108
[C37,A24] 支持個數:75 支持度:0.0054
[C37,A25] 支持個數:19 支持度:0.0014
[C38,A16] 支持個數:13 支持度:0.0009
[C38,A17] 支持個數:15 支持度:0.0011
[C38,A18] 支持個數:36 支持度:0.0026
[C38,A19] 支持個數:19 支持度:0.0014
[C38,A20] 支持個數:25 支持度:0.0018
[C38,A21] 支持個數:57 支持度:0.0041
[C38,A22] 支持個數:59 支持度:0.0043
[C38,A23] 支持個數:58 支持度:0.0042
[C38,A24] 支持個數:40 支持度:0.0029
[C39,A16] 支持個數:15 支持度:0.0011
[C39,A17] 支持個數:24 支持度:0.0017
[C39,A18] 支持個數:31 支持度:0.0022
[C39,A19] 支持個數:33 支持度:0.0024
[C39,A20] 支持個數:46 支持度:0.0033
[C39,A21] 支持個數:81 支持度:0.0059
[C39,A22] 支持個數:108 支持度:0.0078
[C39,A23] 支持個數:100 支持度:0.0072
[C39,A24] 支持個數:60 支持度:0.0043
[C39,A25] 支持個數:14 支持度:0.0010
[C40,A16] 支持個數:15 支持度:0.0011
[C40,A17] 支持個數:26 支持度:0.0019
[C40,A18] 支持個數:17 支持度:0.0012
[C40,A19] 支持個數:30 支持度:0.0022
[C40,A20] 支持個數:33 支持度:0.0024
[C40,A21] 支持個數:72 支持度:0.0052
[C40,A22] 支持個數:87 支持度:0.0063
[C40,A23] 支持個數:108 支持度:0.0078
[C40,A24] 支持個數:36 支持度:0.0026
[C43,A15] 支持個數:23 支持度:0.0017
[C43,A16] 支持個數:26 支持度:0.0019
[C43,A17] 支持個數:53 支持度:0.0038
[C43,A18] 支持個數:46 支持度:0.0033
[C43,A19] 支持個數:55 支持度:0.0040
[C43,A20] 支持個數:68 支持度:0.0049
[C43,A21] 支持個數:108 支持度:0.0078
[C43,A22] 支持個數:152 支持度:0.0110
[C43,A23] 支持個數:120 支持度:0.0087
[C43,A24] 支持個數:70 支持度:0.0051
[C43,A25] 支持個數:16 支持度:0.0012
[C44,A21] 支持個數:15 支持度:0.0011
[C44,A22] 支持個數:20 支持度:0.0014
[C44,A23] 支持個數:20 支持度:0.0014
[C45,A17] 支持個數:13 支持度:0.0009
[C45,A18] 支持個數:17 支持度:0.0012
[C45,A19] 支持個數:13 支持度:0.0009
[C45,A20] 支持個數:18 支持度:0.0013
[C45,A21] 支持個數:34 支持度:0.0025
